team_name,player_name,birth_country,citizenship,representing,data_complete
Canada,Moïse Bombito,Canada,Canada,Canada,TRUE
Canada,Nathan Saliba,Canada,Canada,Canada,TRUE
Canada,Niko Sigur,Canada,Canada,Canada,TRUE
Canada,Owen Goodman,England,United Kingdom,Canada,TRUE
Canada,Promise David,Canada,Canada,Canada,TRUE
Canada,Richie Laryea,Canada,Canada,Canada,TRUE
Canada,Stephen Eustáquio,Canada,,Canada,FALSE
Canada,Tajon Buchanan,Canada,Canada,Canada,TRUE
Canada,Tani Oluwaseyi,Nigeria,Nigeria,Canada,TRUE
Cape Verde,CJ dos Santos,United States,,Cape Verde,FALSE
Cape Verde,Dailon Livramento,Netherlands,Cape Verde; Kingdom of the Netherlands,Cape Verde,TRUE
Cape Verde,Deroy Duarte,Netherlands,,Cape Verde,FALSE
Cape Verde,Diney,Cape Verde,Portugal,Cape Verde,TRUE
Cape Verde,Garry Rodrigues,Netherlands,Cape Verde; Kingdom of the Netherlands,Cape Verde,TRUE
Cape Verde,Gilson Benchimol,Cape Verde,Cape Verde,Cape Verde,TRUE
Cape Verde,Hélio Varela,Portugal,Cape Verde; Portugal,Cape Verde,TRUE
Cape Verde,Jamiro Monteiro,Netherlands,Cape Verde; Kingdom of the Netherlands,Cape Verde,TRUE
Cape Verde,João Paulo,Cape Verde,Cape Verde,Cape Verde,TRUE
Cape Verde,Jovane Cabral,Cape Verde,Cape Verde,Cape Verde,TRUE
Cape Verde,Kelvin Pires,Cape Verde,Cape Verde,Cape Verde,TRUE
Cape Verde,Kevin Pina,Cape Verde,Cape Verde,Cape Verde,TRUE
Cape Verde,Laros Duarte,Netherlands,,Cape Verde,FALSE
Cape Verde,Logan Costa,France,Cape Verde; France,Cape Verde,TRUE
Cape Verde,Márcio Rosa,Cape Verde,,Cape Verde,FALSE
Cape Verde,Nuno da Costa,Cape Verde,Cape Verde,Cape Verde,TRUE
Cape Verde,Pico,Ireland,Cape Verde; Ireland,Cape Verde,TRUE
Cape Verde,Ryan Mendes,Cape Verde,,Cape Verde,FALSE
Cape Verde,Sidny Lopes Cabral,Netherlands,Cape Verde,Cape Verde,TRUE
Cape Verde,Steven Moreira,France,Cape Verde; France,Cape Verde,TRUE
Cape Verde,Stopira,Cape Verde,Cape Verde; Portugal,Cape Verde,TRUE
Cape Verde,Telmo Arcanjo,Portugal,Cape Verde; Portugal,Cape Verde,TRUE
Cape Verde,Vozinha,Cape Verde,Cape Verde,Cape Verde,TRUE
Cape Verde,Wagner Pina,Portugal,Cape Verde; Portugal,Cape Verde,TRUE
Cape Verde,Willy Semedo,France,Cape Verde; France,Cape Verde,TRUE
Cape Verde,Yannick Semedo,Cape Verde,Cape Verde,Cape Verde,TRUE
Colombia,Álvaro Montero,Colombia,,Colombia,FALSE
Colombia,Andrés Gómez,Colombia,Colombia,Colombia,TRUE
Colombia,Camilo Vargas,Colombia,Colombia,Colombia,TRUE
Colombia,Cucho Hernández,Colombia,Colombia,Colombia,TRUE
Colombia,Daniel Muñoz,Colombia,Colombia,Colombia,TRUE
Colombia,David Ospina,Colombia,Colombia; France,Colombia,TRUE
Colombia,Davinson Sánchez,Colombia,Colombia,Colombia,TRUE
Colombia,Deiver Machado,Colombia,Colombia,Colombia,TRUE
Colombia,Gustavo Puerta,Colombia,,Colombia,FALSE
Colombia,James Rodríguez,Colombia,Colombia; Spain,Colombia,TRUE
Colombia,Jaminton Campaz,Colombia,Venezuela,Colombia,TRUE
Colombia,Jefferson Lerma,Colombia,,Colombia,FALSE
Colombia,Jhon Arias,Colombia,Colombia,Colombia,TRUE
Colombia,Jhon Córdoba,Colombia,,Colombia,FALSE
Colombia,Jhon Lucumí,Colombia,Colombia,Colombia,TRUE
Colombia,Johan Mojica,Colombia,Colombia,Colombia,TRUE
Colombia,Jorge Carrascal,Colombia,Colombia,Colombia,TRUE
Colombia,Juan Fernando Quintero,Colombia,Colombia,Colombia,TRUE
Colombia,Juan Portilla,Colombia,Colombia,Colombia,TRUE
Colombia,Kevin Castaño,Colombia,Colombia,Colombia,TRUE
Colombia,Luis Díaz,Colombia,Colombia,Colombia,TRUE
Colombia,Luis Suárez,Colombia,Colombia; Spain,Colombia,TRUE
Colombia,Richard Ríos,Colombia,Colombia,Colombia,TRUE
Colombia,Santiago Arias,Colombia,Colombia,Colombia,TRUE
Colombia,Willer Ditta,Colombia,Colombia,Colombia,TRUE
Colombia,Yerry Mina,Colombia,Colombia,Colombia,TRUE
Croatia,Andrej Kramarić,Croatia,Croatia,Croatia,TRUE
Croatia,Ante Budimir,Bosnia and Herzegovina,Croatia,Croatia,TRUE
Croatia,Dominik Kotarski,,,Croatia,FALSE
Croatia,Dominik Livaković,Croatia,Croatia,Croatia,TRUE
Croatia,Duje Ćaleta-Car,Croatia,,Croatia,FALSE
Croatia,Igor Matanović,Germany,Germany,Croatia,TRUE
Croatia,Ivan Perišić,Croatia,Croatia,Croatia,TRUE
Croatia,Ivor Pandur,Croatia,Croatia,Croatia,TRUE
Croatia,Josip Stanišić,Germany,Croatia; Germany,Croatia,TRUE
Croatia,Josip Šutalo,Bosnia and Herzegovina,Croatia,Croatia,TRUE
Croatia,Joško Gvardiol,Croatia,Croatia,Croatia,TRUE
Croatia,Kristijan Jakić,Croatia,Croatia,Croatia,TRUE
Croatia,Luka Modrić,Croatia,,Croatia,FALSE
Croatia,Luka Sučić,Austria,,Croatia,FALSE
Croatia,Luka Vušković,Croatia,Croatia,Croatia,TRUE
Croatia,Marco Pašalić,Germany,,Croatia,FALSE
Croatia,Marin Pongračić,Germany,Croatia,Croatia,TRUE
Croatia,Mario Pašalić,Germany,Croatia,Croatia,TRUE
Croatia,Martin Baturina,Switzerland,,Croatia,FALSE
Croatia,Martin Erlić,Croatia,Croatia,Croatia,TRUE
Croatia,Mateo Kovačić,Austria,Croatia,Croatia,TRUE
Croatia,Nikola Moro,Croatia,Croatia,Croatia,TRUE
Croatia,Nikola Vlašić,Croatia,Croatia,Croatia,TRUE
Croatia,Petar Musa,Croatia,Croatia,Croatia,TRUE
Croatia,Petar Sučić,Bosnia and Herzegovina,Croatia,Croatia,TRUE
Croatia,Toni Fruk,Croatia,Croatia,Croatia,TRUE
Curaçao,Ar'jany Martha,Netherlands,Kingdom of the Netherlands,Curaçao,TRUE
Curaçao,Armando Obispo,Netherlands,,Curaçao,FALSE
Curaçao,Brandley Kuwas,Netherlands,Kingdom of the Netherlands,Curaçao,TRUE
Curaçao,Deveron Fonville,Netherlands,Kingdom of the Netherlands,Curaçao,TRUE
Curaçao,Eloy Room,Netherlands,Kingdom of the Netherlands,Curaçao,TRUE
Curaçao,Gervane Kastaneer,Netherlands,Kingdom of the Netherlands,Curaçao,TRUE
Curaçao,Godfried Roemeratoe,Netherlands,,Curaçao,FALSE
Curaçao,Jearl Margaritha,Netherlands,Kingdom of the Netherlands,Curaçao,TRUE
Curaçao,Jeremy Antonisse,Netherlands,Kingdom of the Netherlands,Curaçao,TRUE
Curaçao,Joshua Brenet,Netherlands,Kingdom of the Netherlands,Curaçao,TRUE
Curaçao,Juninho Bacuna,Netherlands,,Curaçao,FALSE
Curaçao,Jürgen Locadia,Netherlands,Kingdom of the Netherlands,Curaçao,TRUE
Curaçao,Juriën Gaari,Netherlands,Kingdom of the Netherlands,Curaçao,TRUE
Curaçao,Kenji Gorré,Netherlands,Kingdom of the Netherlands,Curaçao,TRUE
Curaçao,Kevin Felida,Netherlands,Kingdom of the Netherlands,Curaçao,TRUE
Curaçao,Leandro Bacuna,Netherlands,Kingdom of the Netherlands,Curaçao,TRUE
Curaçao,Livano Comenencia,Netherlands,Kingdom of the Netherlands,Curaçao,TRUE
Curaçao,Riechedly Bazoer,Netherlands,Kingdom of the Netherlands,Curaçao,TRUE
Curaçao,Roshon van Eijma,Netherlands,Kingdom of the Netherlands,Curaçao,TRUE
Curaçao,Sherel Floranus,Netherlands,Kingdom of the Netherlands,Curaçao,TRUE
Curaçao,Shurandy Sambo,Netherlands,Kingdom of the Netherlands,Curaçao,TRUE
Curaçao,Sontje Hansen,Netherlands,Kingdom of the Netherlands,Curaçao,TRUE
Curaçao,Tahith Chong,Curaçao,,Curaçao,FALSE
Curaçao,Trevor Doornbusch,Netherlands,,Curaçao,FALSE
Curaçao,Tyrese Noslin,Netherlands,,Curaçao,FALSE
Curaçao,Tyrick Bodak,Netherlands,,Curaçao,FALSE
Czech Republic,Adam Hložek,Czech Republic,Czech Republic,Czech Republic,TRUE
Czech Republic,Alexandr Sojka,Czech Republic,Czech Republic,Czech Republic,TRUE
Czech Republic,David Douděra,Czech Republic,Czech Republic,Czech Republic,TRUE
Czech Republic,David Jurásek,Czech Republic,Czech Republic,Czech Republic,TRUE
Czech Republic,David Zima,Czech Republic,,Czech Republic,FALSE
Czech Republic,Denis Višinský,Czech Republic,Czech Republic,Czech Republic,TRUE
Czech Republic,Hugo Sochůrek,Czech Republic,Czech Republic,Czech Republic,TRUE
Czech Republic,Jan Kuchta,Czech Republic,,Czech Republic,FALSE
Czech Republic,Jaroslav Zelený,Czech Republic,Czech Republic,Czech Republic,TRUE
Czech Republic,Jindřich Staněk,Czech Republic,Czech Republic,Czech Republic,TRUE
Czech Republic,Ladislav Krejčí,Czech Republic,Czech Republic,Czech Republic,TRUE
Czech Republic,Lukáš Červ,Czech Republic,Czech Republic,Czech Republic,TRUE
Czech Republic,Lukáš Horníček,Czech Republic,,Czech Republic,FALSE
Czech Republic,Lukáš Provod,Czech Republic,,Czech Republic,FALSE
Czech Republic,Matěj Kovář,Czech Republic,Czech Republic,Czech Republic,TRUE
Czech Republic,Michal Sadílek,Czech Republic,Czech Republic,Czech Republic,TRUE
Czech Republic,Mojmír Chytil,Czech Republic,,Czech Republic,FALSE
Czech Republic,Patrik Schick,Czech Republic,,Czech Republic,FALSE
Czech Republic,Pavel Šulc,Czech Republic,Czech Republic,Czech Republic,TRUE
Czech Republic,Robin Hranáč,Czech Republic,Czech Republic,Czech Republic,TRUE
Czech Republic,Štěpán Chaloupek,Czech Republic,Czech Republic,Czech Republic,TRUE
Czech Republic,Tomáš Chorý,Czech Republic,Czech Republic,Czech Republic,TRUE
Czech Republic,Tomáš Holeš,Czech Republic,Czech Republic,Czech Republic,TRUE
Czech Republic,Tomáš Souček,Czech Republic,Czech Republic,Czech Republic,TRUE
Czech Republic,Vladimír Coufal,Czech Republic,Czech Republic,Czech Republic,TRUE
Czech Republic,Vladimír Darida,Czech Republic,Czech Republic,Czech Republic,TRUE
DR Congo,Aaron Tshibola,England,United Kingdom,DR Congo,TRUE
DR Congo,Aaron Wan-Bissaka,England,Democratic Republic of the Congo; United Kingdom,DR Congo,TRUE
DR Congo,Arthur Masuaku,France,Democratic Republic of the Congo; France,DR Congo,TRUE
DR Congo,Axel Tuanzebe,Democratic Republic of the Congo,,DR Congo,FALSE
DR Congo,Brian Cipenga,Democratic Republic of the Congo,,DR Congo,FALSE
DR Congo,Cédric Bakambu,France,,DR Congo,FALSE
DR Congo,Chancel Mbemba,Democratic Republic of the Congo,Democratic Republic of the Congo,DR Congo,TRUE
DR Congo,Charles Pickel,Switzerland,Switzerland,DR Congo,TRUE
DR Congo,Dylan Batubinsika,France,Democratic Republic of the Congo; France,DR Congo,TRUE
DR Congo,Edo Kayembe,Democratic Republic of the Congo,Democratic Republic of the Congo,DR Congo,TRUE
DR Congo,Fiston Mayele,Democratic Republic of the Congo,,DR Congo,FALSE
DR Congo,Gaël Kakuta,France,Democratic Republic of the Congo; France,DR Congo,TRUE
DR Congo,Gédéon Kalulu,France,Democratic Republic of the Congo; France,DR Congo,TRUE
DR Congo,Joris Kayembe,Belgium,Belgium; Democratic Republic of the Congo,DR Congo,TRUE
DR Congo,Lionel Mpasi,France,Democratic Republic of the Congo; France,DR Congo,TRUE
DR Congo,Matthieu Epolo,Belgium,Belgium; Democratic Republic of the Congo,DR Congo,TRUE
DR Congo,Meschak Elia,Democratic Republic of the Congo,Democratic Republic of the Congo,DR Congo,TRUE
DR Congo,Nathanaël Mbuku,France,,DR Congo,FALSE
DR Congo,Ngal'ayel Mukau,Belgium,,DR Congo,FALSE
DR Congo,Noah Sadiki,Belgium,,DR Congo,FALSE
DR Congo,Samuel Moutoussamy,France,,DR Congo,FALSE
DR Congo,Simon Banza,France,Democratic Republic of the Congo; France,DR Congo,TRUE
DR Congo,Steve Kapuadi,France,France,DR Congo,TRUE
DR Congo,Théo Bongonda,Belgium,Belgium,DR Congo,TRUE
DR Congo,Timothy Fayulu,Switzerland,,DR Congo,FALSE
DR Congo,Yoane Wissa,France,France,DR Congo,TRUE
Ecuador,Alan Franco,Ecuador,Ecuador,Ecuador,TRUE
Ecuador,Alan Minda,Ecuador,Ecuador,Ecuador,TRUE
Ecuador,Ángelo Preciado,Ecuador,,Ecuador,FALSE
Ecuador,Anthony Valencia,Ecuador,Ecuador,Ecuador,TRUE
Ecuador,Denil Castillo,Ecuador,,Ecuador,FALSE
Ecuador,Enner Valencia,Ecuador,,Ecuador,FALSE
Ecuador,Félix Torres,Ecuador,Ecuador,Ecuador,TRUE
Ecuador,Gonzalo Plata,Ecuador,Ecuador,Ecuador,TRUE
Ecuador,Gonzalo Valle,Ecuador,Ecuador,Ecuador,TRUE
Ecuador,Hernán Galíndez,Argentina,,Ecuador,FALSE
Ecuador,Jackson Porozo,Ecuador,Ecuador,Ecuador,TRUE
